protocol,encryption_mode,starttls_offered,starttls_success,tls_version,cipher_suite,key_exchange,forward_secrecy,cert_expired,cert_not_yet_valid,cert_key_algorithm,cert_key_size,cert_signature_algorithm,self_signed,hostname_match,packet_count,bytes_sent,bytes_received,retransmission_count,tls_handshake_duration,session_start,session_end,session_id,session_duration_seconds,bytes_total,avg_packet_size,hour_of_day,day_of_week,week_of_year,rule_risk_label,rule_risk_score
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,70,5154,16915,0,0.1824,2026-10-08 13:21:25,2026-10-08 13:21:29,SMS-012445,4.0,22069,315.27,13,3,41,Medium,25
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,100,9537,16313,0,0.2152,2026-03-17 19:12:56,2026-03-17 19:12:58,SMS-012446,2.0,25850,258.5,19,1,12,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,1,RSA,2048,SHA256_RSA,0,1,140,22415,54010,0,0.2583,2026-08-07 15:53:51,2026-08-07 15:53:52,SMS-012447,1.0,76425,545.89,15,4,32,Medium,25
SMTP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,166,29537,45339,5,0.2166,2026-04-08 22:06:21,2026-04-08 22:06:32,SMS-012448,11.0,74876,451.06,22,2,15,High,45
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,102,7219,25872,1,0.1896,2026-03-06 22:37:07,2026-03-06 22:37:16,SMS-012449,9.0,33091,324.42,22,4,10,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,400,44273,214960,1,0.3014,2026-05-08 10:34:48,2026-05-08 10:36:08,SMS-012450,80.0,259233,648.08,10,4,19,Medium,20
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,54,5696,21570,3,0.2548,2026-02-28 08:54:50,2026-02-28 08:54:50,SMS-012451,0.0,27266,504.93,8,5,9,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,193,26978,31021,0,0.5748,2026-07-16 04:04:42,2026-07-16 04:04:55,SMS-012452,13.0,57999,300.51,4,3,29,Medium,30
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,134,17722,65993,0,0.2481,2026-03-01 15:14:24,2026-03-01 15:14:30,SMS-012453,6.0,83715,624.74,15,6,9,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,64,9789,22725,0,0.0769,2026-06-07 14:09:35,2026-06-07 14:09:44,SMS-012454,9.0,32514,508.03,14,6,23,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,127,21186,30624,2,0.2074,2026-08-01 18:50:31,2026-08-01 18:51:03,SMS-012455,32.0,51810,407.95,18,5,31,Medium,25
IMAP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,329,20070,239157,0,0.1919,2026-11-08 17:28:13,2026-11-08 17:28:18,SMS-012456,5.0,259227,787.92,17,6,45,High,45
POP3,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,47,5129,12157,0,0.2597,2026-06-05 06:33:50,2026-06-05 06:33:59,SMS-012457,9.0,17286,367.79,6,4,23,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,131,24565,41244,0,0.1621,2026-09-09 00:38:01,2026-09-09 00:38:22,SMS-012458,21.0,65809,502.36,0,2,37,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,132,18954,70151,1,0.0511,2026-11-14 20:24:18,2026-11-14 20:24:18,SMS-012459,0.0,89105,675.04,20,5,46,Low,5
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,68,6353,27331,8,0.0,2026-11-27 05:20:21,2026-11-27 05:20:22,SMS-012460,1.0,33684,495.35,5,4,48,High,65
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,131,17840,28540,1,0.1225,2026-04-15 05:45:34,2026-04-15 05:45:38,SMS-012461,4.0,46380,354.05,5,2,16,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,68,8322,17074,3,0.1621,2026-08-22 16:04:38,2026-08-22 16:04:42,SMS-012462,4.0,25396,373.47,16,5,34,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,102,5394,25135,1,0.1003,2026-07-27 23:12:32,2026-07-27 23:13:00,SMS-012463,28.0,30529,299.3,23,0,31,Medium,25
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,139,32514,30981,0,0.0863,2026-05-13 09:18:29,2026-05-13 09:18:39,SMS-012464,10.0,63495,456.8,9,2,20,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,46,4598,9088,0,0.0782,2026-11-04 00:34:58,2026-11-04 00:35:04,SMS-012465,6.0,13686,297.52,0,2,45,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,50,6125,15476,3,0.1748,2026-07-21 03:39:25,2026-07-21 03:39:27,SMS-012466,2.0,21601,432.02,3,1,30,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,171,33015,42647,2,0.2642,2026-10-22 17:23:23,2026-10-22 17:23:43,SMS-012467,20.0,75662,442.47,17,3,43,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,1,RSA,2048,SHA256_RSA,0,1,106,20062,16315,0,0.2408,2026-02-13 13:42:56,2026-02-13 13:43:06,SMS-012468,10.0,36377,343.18,13,4,7,Medium,25
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,122,13409,46311,0,0.336,2026-09-29 00:19:34,2026-09-29 00:19:55,SMS-012469,21.0,59720,489.51,0,1,40,Medium,30
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,139,29117,34185,1,0.1585,2026-08-01 16:58:42,2026-08-01 16:58:54,SMS-012470,12.0,63302,455.41,16,5,31,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,200,34999,106400,1,0.0251,2026-06-28 12:04:34,2026-06-28 12:04:39,SMS-012471,5.0,141399,707.0,12,6,26,Medium,30
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,113,17852,86276,1,0.0963,2026-01-01 13:50:39,2026-01-01 13:51:05,SMS-012472,26.0,104128,921.49,13,3,1,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,84,11068,16985,2,0.1756,2026-12-28 03:07:59,2026-12-28 03:08:08,SMS-012473,9.0,28053,333.96,3,0,53,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,81,17582,13891,0,0.0325,2026-09-16 02:11:35,2026-09-16 02:11:41,SMS-012474,6.0,31473,388.56,2,2,38,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,102,11348,22465,1,0.079,2026-06-29 21:42:31,2026-06-29 21:42:41,SMS-012475,10.0,33813,331.5,21,0,27,Medium,30
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,338,50971,72762,1,0.0994,2026-02-26 06:18:07,2026-02-26 06:18:12,SMS-012476,5.0,123733,366.07,6,3,9,Low,15
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,84,9328,48889,0,0.2558,2026-01-24 17:10:04,2026-01-24 17:10:37,SMS-012477,33.0,58217,693.06,17,5,4,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,256,58653,120094,0,0.1462,2026-03-26 17:20:01,2026-03-26 17:20:07,SMS-012478,6.0,178747,698.23,17,3,13,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,388,66417,67625,2,0.2846,2026-12-25 08:22:30,2026-12-25 08:22:35,SMS-012479,5.0,134042,345.47,8,4,52,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_128_GCM_SHA256,X25519,1,0,0,RSA,3072,SHA256_RSA,0,1,136,18473,32654,0,0.066,2026-06-07 04:41:42,2026-06-07 04:41:52,SMS-012480,10.0,51127,375.93,4,6,23,Low,0
POP3,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,288,27575,59672,0,0.3129,2026-06-02 18:42:47,2026-06-02 18:42:54,SMS-012481,7.0,87247,302.94,18,1,23,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,76,13946,13147,0,0.2464,2026-05-16 02:54:37,2026-05-16 02:54:59,SMS-012482,22.0,27093,356.49,2,5,20,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,77,8054,34587,1,0.1325,2026-01-17 11:05:22,2026-01-17 11:05:42,SMS-012483,20.0,42641,553.78,11,5,3,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,89,16156,34188,0,0.0403,2026-03-07 09:45:56,2026-03-07 09:46:40,SMS-012484,44.0,50344,565.66,9,5,10,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,114,24899,42684,1,0.1017,2026-10-09 22:43:19,2026-10-09 22:43:22,SMS-012485,3.0,67583,592.83,22,4,41,Low,15
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,86,7042,17276,6,0.0,2026-11-11 22:30:10,2026-11-11 22:30:19,SMS-012486,9.0,24318,282.77,22,2,46,High,65
POP3,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,168,26016,23408,29,3.0902,2026-01-27 03:25:28,2026-01-27 03:25:59,SMS-012487,31.0,49424,294.19,3,1,5,High,45
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,85,14609,35311,3,0.2685,2026-03-24 21:41:04,2026-03-24 21:41:10,SMS-012488,6.0,49920,587.29,21,1,13,Medium,25
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_128_GCM_SHA256,X25519,1,0,0,RSA,3072,SHA256_RSA,0,1,65,10192,12015,1,0.1212,2026-09-30 17:38:43,2026-09-30 17:38:44,SMS-012489,1.0,22207,341.65,17,2,40,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,45,5834,18098,0,0.1947,2026-12-12 06:28:22,2026-12-12 06:28:23,SMS-012490,1.0,23932,531.82,6,5,50,Low,0
SMTP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,39,2917,7927,4,0.3923,2026-09-02 10:55:14,2026-09-02 10:55:16,SMS-012491,2.0,10844,278.05,10,2,36,High,45
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,172,22646,41476,1,0.5001,2026-11-17 14:09:38,2026-11-17 14:09:46,SMS-012492,8.0,64122,372.8,14,1,47,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,180,21324,71547,2,0.1667,2026-10-01 19:48:59,2026-10-01 19:49:24,SMS-012493,25.0,92871,515.95,19,3,40,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,107,21996,53654,0,0.046,2026-02-04 22:10:11,2026-02-04 22:10:25,SMS-012494,14.0,75650,707.01,22,2,6,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,129,16177,29280,0,0.9289,2026-11-17 12:15:06,2026-11-17 12:15:11,SMS-012495,5.0,45457,352.38,12,1,47,Medium,25
IMAP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,218,45470,130685,1,0.1618,2026-12-12 02:21:38,2026-12-12 02:21:43,SMS-012496,5.0,176155,808.05,2,5,50,High,45
IMAP,STARTTLS,1,1,TLS 1.0,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,212,43194,90558,4,0.212,2026-07-16 08:14:13,2026-07-16 08:14:15,SMS-012497,2.0,133752,630.91,8,3,29,High,55
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,40,5042,10246,0,0.0915,2026-11-17 05:32:40,2026-11-17 05:32:52,SMS-012498,12.0,15288,382.2,5,1,47,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,76,7760,22894,0,0.1115,2026-08-26 23:25:56,2026-08-26 23:26:02,SMS-012499,6.0,30654,403.34,23,2,35,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,0,42,9648,9575,1,0.1838,2026-10-10 15:54:29,2026-10-10 15:54:34,SMS-012500,5.0,19223,457.69,15,5,41,High,40
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,203,15651,32512,1,0.0684,2026-10-31 07:14:01,2026-10-31 07:14:17,SMS-012501,16.0,48163,237.26,7,5,44,Medium,20
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,292,31099,75661,0,0.2205,2026-07-06 04:50:31,2026-07-06 04:50:33,SMS-012502,2.0,106760,365.62,4,0,28,Low,0
POP3,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,64,14994,15701,2,0.2341,2026-11-11 06:23:20,2026-11-11 06:23:32,SMS-012503,12.0,30695,479.61,6,2,46,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,168,21153,78053,1,0.1037,2026-10-14 14:51:34,2026-10-14 14:52:49,SMS-012504,75.0,99206,590.51,14,2,42,High,45
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,152,27785,60239,0,0.0408,2026-02-12 08:51:59,2026-02-12 08:52:01,SMS-012505,2.0,88024,579.11,8,3,7,Low,5
POP3,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,110,14517,38966,1,0.1333,2026-10-29 07:59:05,2026-10-29 07:59:08,SMS-012506,3.0,53483,486.21,7,3,44,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,135,28199,97381,1,0.3183,2026-01-11 23:27:43,2026-01-11 23:27:51,SMS-012507,8.0,125580,930.22,23,6,2,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,82,15826,14479,0,0.1825,2026-03-22 00:23:58,2026-03-22 00:24:06,SMS-012508,8.0,30305,369.57,0,6,12,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,114,15062,21454,2,0.1439,2026-07-23 09:55:19,2026-07-23 09:55:31,SMS-012509,12.0,36516,320.32,9,3,30,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,169,24881,54580,3,0.3084,2026-11-21 12:24:16,2026-11-21 12:24:26,SMS-012510,10.0,79461,470.18,12,5,47,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,224,28940,78774,2,0.1626,2026-07-18 01:18:40,2026-07-18 01:18:57,SMS-012511,17.0,107714,480.87,1,5,29,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,69,5825,14681,1,0.1304,2026-05-13 07:46:41,2026-05-13 07:46:55,SMS-012512,14.0,20506,297.19,7,2,20,Low,0
POP3,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,83,12616,25418,2,0.043,2026-05-05 10:29:40,2026-05-05 10:29:44,SMS-012513,4.0,38034,458.24,10,1,19,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,58,5161,19799,1,0.4162,2026-10-05 01:56:18,2026-10-05 01:56:22,SMS-012514,4.0,24960,430.34,1,0,41,Low,5
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,2125,132512,1011600,1,0.0,2026-03-12 11:03:41,2026-03-12 11:04:04,SMS-012515,23.0,1144112,538.41,11,3,11,High,65
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,137,22864,49730,1,0.1672,2026-10-18 13:48:32,2026-10-18 13:48:51,SMS-012516,19.0,72594,529.88,13,6,42,Low,0
IMAP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,254,41068,90332,2,0.197,2026-12-04 22:31:31,2026-12-04 22:31:48,SMS-012517,17.0,131400,517.32,22,4,49,High,45
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,80,11202,43595,4,0.0,2026-02-23 10:05:37,2026-02-23 10:05:59,SMS-012518,22.0,54797,684.96,10,0,9,High,65
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,361,41932,138368,4,0.0,2026-08-13 08:22:43,2026-08-13 08:22:52,SMS-012519,9.0,180300,499.45,8,3,33,High,65
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,174,12459,62982,2,0.2322,2026-05-02 17:21:35,2026-05-02 17:22:23,SMS-012520,48.0,75441,433.57,17,5,18,Low,0
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,0,92,7483,21658,0,0.26,2026-02-22 08:57:50,2026-02-22 08:57:51,SMS-012521,1.0,29141,316.75,8,6,8,High,40
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,79,12565,42673,1,0.5141,2026-01-08 14:15:53,2026-01-08 14:16:03,SMS-012522,10.0,55238,699.22,14,3,2,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,138,22822,71199,0,0.1278,2026-12-13 15:12:35,2026-12-13 15:12:44,SMS-012523,9.0,94021,681.31,15,6,50,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,186,14787,110273,4,0.1058,2026-06-27 03:34:19,2026-06-27 03:35:02,SMS-012524,43.0,125060,672.37,3,5,26,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,217,26494,68178,1,0.1001,2026-02-24 22:43:11,2026-02-24 22:43:45,SMS-012525,34.0,94672,436.28,22,1,9,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,181,21981,80480,0,0.2207,2026-01-02 00:29:46,2026-01-02 00:29:51,SMS-012526,5.0,102461,566.08,0,4,1,Medium,30
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,102,9092,23452,0,0.1254,2026-05-28 01:29:34,2026-05-28 01:29:36,SMS-012527,2.0,32544,319.06,1,3,22,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,123,17195,30543,3,0.18,2026-07-29 01:31:59,2026-07-29 01:32:05,SMS-012528,6.0,47738,388.11,1,2,31,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,84,18563,21234,0,0.124,2026-08-18 07:06:27,2026-08-18 07:06:31,SMS-012529,4.0,39797,473.77,7,1,34,High,45
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,167,32396,59147,0,0.3565,2026-01-09 21:50:30,2026-01-09 21:50:36,SMS-012530,6.0,91543,548.16,21,4,2,Low,15
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,196,23035,54897,0,0.0722,2026-03-26 09:44:27,2026-03-26 09:44:29,SMS-012531,2.0,77932,397.61,9,3,13,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,156,16965,88341,1,0.321,2026-09-12 03:32:28,2026-09-12 03:32:56,SMS-012532,28.0,105306,675.04,3,5,37,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,0,87,11048,37240,1,0.2083,2026-04-02 11:51:43,2026-04-02 11:51:45,SMS-012533,2.0,48288,555.03,11,3,14,High,40
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,104,17810,43471,2,0.1387,2026-06-13 03:44:57,2026-06-13 03:44:58,SMS-012534,1.0,61281,589.24,3,5,24,Low,15
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,176,21483,75266,0,0.1615,2026-09-24 06:42:29,2026-09-24 06:42:35,SMS-012535,6.0,96749,549.71,6,3,39,Low,15
POP3,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,71,11954,28886,1,0.4505,2026-03-23 04:46:03,2026-03-23 04:46:08,SMS-012536,5.0,40840,575.21,4,0,13,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,102,10520,56224,0,0.0515,2026-03-10 22:14:18,2026-03-10 22:14:27,SMS-012537,9.0,66744,654.35,22,1,11,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,348,38977,103795,35,1.3613,2026-01-04 08:10:57,2026-01-04 08:14:16,SMS-012538,199.0,142772,410.26,8,6,1,Low,5
